protein_id	fasta_headers	gene_symbols_or_id	MS1-L	MS2-L	MW1-L	MW2-L
Q6PAT0	>sp|Q6PAT0|ADAT3_MOUSE Probable inactive tRNA-specific adenosine deaminase-like protein 3 OS=Mus musculus OX=10090 GN=Adat3 PE=1 SV=1	ADAT3	19.715603128046	19.6708486546355	20.1920355310392	19.7495599103465
Q9QYC0	>sp|Q9QYC0|ADDA_MOUSE Alpha-adducin OS=Mus musculus OX=10090 GN=Add1 PE=1 SV=2	ADD1	21.0031979230747	21.1818747388125	21.2924082182053	21.140936414164
Q9QYB5	>sp|Q9QYB5|ADDG_MOUSE Gamma-adducin OS=Mus musculus OX=10090 GN=Add3 PE=1 SV=2	ADD3	18.6040630960604	18.6520698108051	18.6945495620431	18.819174675186
G3UZ78	>sp|G3UZ78|ADGB_MOUSE Androglobin OS=Mus musculus OX=10090 GN=Adgb PE=1 SV=1	ADGB		18.5144397100237		17.9905152179671
Q9Z0M6	>sp|Q9Z0M6|AGRE5_MOUSE Adhesion G protein-coupled receptor E5 OS=Mus musculus OX=10090 GN=Adgre5 PE=1 SV=2	ADGRE5	18.4811465046402	18.6017092070797	18.9000920844156	19.4443498435467
G5E8Q8	>sp|G5E8Q8|AGRF5_MOUSE Adhesion G protein-coupled receptor F5 OS=Mus musculus OX=10090 GN=Adgrf5 PE=1 SV=1	ADGRF5	19.9439727139776	20.1381382578768	20.0711849763595	
Q8CJ12	>sp|Q8CJ12|AGRG2_MOUSE Adhesion G-protein coupled receptor G2 OS=Mus musculus OX=10090 GN=Adgrg2 PE=1 SV=1	ADGRG2	17.9591231889832	18.127512480124	18.2910743199235	18.4037277332438
Q80TR1	>sp|Q80TR1|AGRL1_MOUSE Adhesion G protein-coupled receptor L1 OS=Mus musculus OX=10090 GN=Adgrl1 PE=1 SV=2	ADGRL1	18.948222191456	18.6243305024142	18.9177767827119	19.0075085475586
Q8JZZ7	>sp|Q8JZZ7|AGRL2_MOUSE Adhesion G protein-coupled receptor L2 OS=Mus musculus OX=10090 GN=Adgrl2 PE=1 SV=3	ADGRL2	19.7111747677996	19.3525131044192	19.3633263821724	19.4782912489851
Q80TS3	>sp|Q80TS3|AGRL3_MOUSE Adhesion G protein-coupled receptor L3 OS=Mus musculus OX=10090 GN=Adgrl3 PE=1 SV=3	ADGRL3	19.987304271862		20.2050296788597	
P00329	>sp|P00329|ADH1_MOUSE Alcohol dehydrogenase 1 OS=Mus musculus OX=10090 GN=Adh1 PE=1 SV=2	ADH1	18.9423003616477	18.7341240047658	18.8268044130727	19.217457309214
P28474	>sp|P28474|ADHX_MOUSE Alcohol dehydrogenase class-3 OS=Mus musculus OX=10090 GN=Adh5 PE=1 SV=3	ADH5	19.1461643168411	18.9924770065982	18.9384598931951	18.9562565500997
Q99JT9	>sp|Q99JT9|MTND_MOUSE Acireductone dioxygenase OS=Mus musculus OX=10090 GN=Adi1 PE=1 SV=1	ADI1	20.4380574340882	20.3161648174787	20.4680347305124	20.8761094405273
Q9D1K7	>sp|Q9D1K7|ADSSP_MOUSE Adipose-secreted signaling protein OS=Mus musculus OX=10090 GN=Adissp PE=1 SV=3	ADISSP	17.2821628178753	17.3588113145295	17.7551372692184	17.731337454341
P55264	>sp|P55264|ADK_MOUSE Adenosine kinase OS=Mus musculus OX=10090 GN=Adk PE=1 SV=2	ADK	19.480077191366	19.7049553907896	19.5483872350811	19.562882971819
Q9Z103	>sp|Q9Z103|ADNP_MOUSE Activity-dependent neuroprotector homeobox protein OS=Mus musculus OX=10090 GN=Adnp PE=1 SV=2	ADNP	19.0418328078173	18.7027513148999	19.0234625077397	18.9835193909018
Q6PDY2	>sp|Q6PDY2|AEDO_MOUSE 2-aminoethanethiol dioxygenase OS=Mus musculus OX=10090 GN=Ado PE=1 SV=2	ADO	19.4637411572988	19.5153061607291	19.8041101202677	19.6955668669647
Q8VDL4	>sp|Q8VDL4|ADPGK_MOUSE ADP-dependent glucokinase OS=Mus musculus OX=10090 GN=Adpgk PE=1 SV=2	ADPGK	18.7567314847771	18.6062749824097	18.3389672528994	18.0536926251323
P54923	>sp|P54923|ADPRH_MOUSE ADP-ribosylhydrolase ARH1 OS=Mus musculus OX=10090 GN=Adprh PE=1 SV=1	ADPRH	21.2645837431084	21.063291031272	21.0465477641886	21.0881129468741
Q8CG72	>sp|Q8CG72|ADPRS_MOUSE ADP-ribosylhydrolase ARH3 OS=Mus musculus OX=10090 GN=Adprs PE=1 SV=1	ADPRS	17.7780934291843	17.6433338707302	17.5029514306691	17.8052980300972
Q9JKV1	>sp|Q9JKV1|ADRM1_MOUSE Proteasomal ubiquitin receptor ADRM1 OS=Mus musculus OX=10090 GN=Adrm1 PE=1 SV=2	ADRM1	19.2607869366145	19.3168263429414	19.2449058311568	19.3304922395685
P54822	>sp|P54822|PUR8_MOUSE Adenylosuccinate lyase OS=Mus musculus OX=10090 GN=Adsl PE=1 SV=2	ADSL	18.9790842595686	18.7597445312561	18.8838868071296	18.6902809826315
P46664	>sp|P46664|PURA2_MOUSE Adenylosuccinate synthetase isozyme 2 OS=Mus musculus OX=10090 GN=Adss2 PE=1 SV=2	ADSS2	19.94811015262	19.9651239409599	19.916324668243	19.8681722587298
Q640N1	>sp|Q640N1|AEBP1_MOUSE Adipocyte enhancer-binding protein 1 OS=Mus musculus OX=10090 GN=Aebp1 PE=1 SV=1	AEBP1	17.4592271730082	17.6691740984317	16.7145963723206	17.3923098173399
Q80YS6	>sp|Q80YS6|AFAP1_MOUSE Actin filament-associated protein 1 OS=Mus musculus OX=10090 GN=Afap1 PE=1 SV=1	AFAP1	19.068907428825	19.0680786302431	19.0560108572897	18.9881548025455
Q5DTU0	>sp|Q5DTU0|AF1L2_MOUSE Actin filament-associated protein 1-like 2 OS=Mus musculus OX=10090 GN=Afap1l2 PE=1 SV=2	AFAP1L2	18.9991817228173	18.5266803900011	19.0538899584293	19.2946951572645
D3YUD2;D3Z7L2	>tr|D3YUD2|D3YUD2_MOUSE Isoform of Q9QZQ1, Afadin, adherens junction formation factor (Fragment) OS=Mus musculus OX=10090 GN=Afdn PE=1 SV=1;>tr|D3Z7L2|D3Z7L2_MOUSE Isoform of Q9QZQ1, Afadin, adherens junction formation factor (Fragment) OS=Mus musculus OX=10090 GN=Afdn PE=1 SV=8	AFDN	16.9640324715548	16.9946449015711	16.950162325018	18.0013088361937
Q9QZQ1	>sp|Q9QZQ1|AFAD_MOUSE Afadin OS=Mus musculus OX=10090 GN=Afdn PE=1 SV=3	AFDN	18.9889484518972	18.944847189909	19.0281906735665	19.0569715919555
Q9ESC8	>sp|Q9ESC8|AFF4_MOUSE AF4/FMR2 family member 4 OS=Mus musculus OX=10090 GN=Aff4 PE=1 SV=1	AFF4	16.1255674070463	16.6018372171655	16.4833386535818	16.4555756646939
Q3UMC0	>sp|Q3UMC0|AFG2A_MOUSE ATPase family gene 2 protein homolog A OS=Mus musculus OX=10090 GN=Afg2a PE=1 SV=2	AFG2A	19.3902147174057	19.0808472175167	19.2542347588604	19.0465315164014
Q920A7	>sp|Q920A7|AFG31_MOUSE Mitochondrial inner membrane m-AAA protease component AFG3L1 OS=Mus musculus OX=10090 GN=Afg3l1 PE=1 SV=2	AFG3L1	17.9380757898168	18.3483782196129	18.0891408716369	18.3350211006879
Q8JZQ2	>sp|Q8JZQ2|AFG32_MOUSE Mitochondrial inner membrane m-AAA protease component AFG3L2 OS=Mus musculus OX=10090 GN=Afg3l2 PE=1 SV=1	AFG3L2	19.4665862296463	19.0221508270051	19.0905777489604	19.1176019335762
Q64191	>sp|Q64191|ASPG_MOUSE N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase OS=Mus musculus OX=10090 GN=Aga PE=1 SV=1	AGA	20.1090745477517	20.2762483477261	20.3132665187585	20.2357538501285
Q8K2K6	>sp|Q8K2K6|AGFG1_MOUSE Arf-GAP domain and FG repeat-containing protein 1 OS=Mus musculus OX=10090 GN=Agfg1 PE=1 SV=2	AGFG1	16.4251285204419	16.7520696591694	16.7079380746437	16.3975306456994
Q80WC7	>sp|Q80WC7|AGFG2_MOUSE Arf-GAP domain and FG repeat-containing protein 2 OS=Mus musculus OX=10090 GN=Agfg2 PE=1 SV=1	AGFG2	19.9391116705025	19.6512153206795		20.0366244536654
F8VPN4	>tr|F8VPN4|F8VPN4_MOUSE Glycogen debranching enzyme OS=Mus musculus OX=10090 GN=Agl PE=1 SV=1	AGL	19.1944121480191	18.4405136402968	18.3455543782417	
Q8CJG1	>sp|Q8CJG1|AGO1_MOUSE Protein argonaute-1 OS=Mus musculus OX=10090 GN=Ago1 PE=1 SV=2	AGO1	17.8956778715366	18.1259803322221		18.3899937841654
Q8CJG0	>sp|Q8CJG0|AGO2_MOUSE Protein argonaute-2 OS=Mus musculus OX=10090 GN=Ago2 PE=1 SV=3	AGO2	17.8137976428563	17.5082162736652	17.7056944870841	17.3025932874039
Q8K4X7	>sp|Q8K4X7|PLCD_MOUSE 1-acyl-sn-glycerol-3-phosphate acyltransferase delta OS=Mus musculus OX=10090 GN=Agpat4 PE=1 SV=1	AGPAT4	19.4657710778253	18.9734211168827	19.4324795261784	19.1790546126825
H3BKN2	>tr|H3BKN2|H3BKN2_MOUSE Isoform of Q8C0I1, Alkylglycerone-phosphate synthase OS=Mus musculus OX=10090 GN=Agps PE=1 SV=1	AGPS	19.2421502855481	19.0609308216837	19.1769763775027	18.9467297947477
Q8CJF7	>sp|Q8CJF7|ELYS_MOUSE Protein ELYS OS=Mus musculus OX=10090 GN=Ahctf1 PE=1 SV=1	AHCTF1	19.2317232651983	19.0247878880125	19.1234281566001	19.1957493661665
P50247	>sp|P50247|SAHH_MOUSE Adenosylhomocysteinase OS=Mus musculus OX=10090 GN=Ahcy PE=1 SV=3	AHCY	21.0919491801695	21.0286382194594	21.0976342591695	20.9919351308038
Q68FL4	>sp|Q68FL4|SAHH3_MOUSE Putative adenosylhomocysteinase 3 OS=Mus musculus OX=10090 GN=Ahcyl2 PE=1 SV=1	AHCYL2	18.8808074429349	18.7661369270509	18.1725456837413	18.0380021973353
Q6PAL7	>sp|Q6PAL7|AHDC1_MOUSE Transcription factor Gibbin OS=Mus musculus OX=10090 GN=Ahdc1 PE=1 SV=1	AHDC1	17.6211116770556	17.9201000327857	17.7117210449798	17.9835775056503
E9Q616	>tr|E9Q616|E9Q616_MOUSE AHNAK nucleoprotein OS=Mus musculus OX=10090 GN=Ahnak PE=1 SV=1	AHNAK	20.3658496471206	20.5026852843288	20.5816120904795	20.4902575650735
A0A7N9VR94	>tr|A0A7N9VR94|A0A7N9VR94_MOUSE AHNAK nucleoprotein 2 OS=Mus musculus OX=10090 GN=Ahnak2 PE=1 SV=1	AHNAK2	19.2732980636627	19.3725836093245	19.5961361802701	19.7416357599195
Q8BK64	>sp|Q8BK64|AHSA1_MOUSE Activator of 90 kDa heat shock protein ATPase homolog 1 OS=Mus musculus OX=10090 GN=Ahsa1 PE=1 SV=2	AHSA1	19.9516127609106	20.0970965190543	19.7484774129156	19.8765699457943
A0A338P692	>tr|A0A338P692|A0A338P692_MOUSE Isoform of P29699, Alpha-2-HS-glycoprotein (Fragment) OS=Mus musculus OX=10090 GN=Ahsg PE=1 SV=1	AHSG	20.3443704803009	20.7781183909249	20.0690451722173	19.8199628548938
Q8C4Q6	>sp|Q8C4Q6|AIDA_MOUSE Axin interactor, dorsalization-associated protein OS=Mus musculus OX=10090 GN=Aida PE=1 SV=1	AIDA	20.3673681746474	20.6924740855667	20.524882072524	20.7609351212645
Q9Z0X1	>sp|Q9Z0X1|AIFM1_MOUSE Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus OX=10090 GN=Aifm1 PE=1 SV=1	AIFM1	20.044514140236	20.0362490718981	20.0234820120263	20.116358848336
P31230	>sp|P31230|AIMP1_MOUSE Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Mus musculus OX=10090 GN=Aimp1 PE=1 SV=2	AIMP1	20.2602646353809	20.2138085989179	20.367266115901	20.3636544836594
Q8R010	>sp|Q8R010|AIMP2_MOUSE Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 OS=Mus musculus OX=10090 GN=Aimp2 PE=1 SV=2	AIMP2	18.611583117498	18.631053133935	18.4604428775097	18.2242663292525
O08915	>sp|O08915|AIP_MOUSE AH receptor-interacting protein OS=Mus musculus OX=10090 GN=Aip PE=1 SV=1	AIP	19.4469134240389	19.695006592201	19.5878378627317	19.5103474959762
Q91XC0	>sp|Q91XC0|AJUBA_MOUSE LIM domain-containing protein ajuba OS=Mus musculus OX=10090 GN=Ajuba PE=1 SV=1	AJUBA	16.968760640415	17.3143938466821	17.6170338192951	17.4582097476623
Q9R0Y5	>sp|Q9R0Y5|KAD1_MOUSE Adenylate kinase isoenzyme 1 OS=Mus musculus OX=10090 GN=Ak1 PE=1 SV=1	AK1	20.691957328065	20.9237328550696	20.7939896768157	20.9338067880138
F7BP55	>tr|F7BP55|F7BP55_MOUSE Isoform of Q9WTP6, Adenylate kinase 2 (Fragment) OS=Mus musculus OX=10090 GN=Ak2 PE=1 SV=1	AK2	18.1321536584556	17.5376066707945	18.2161995969245	18.86940227051
Q9WTP6	>sp|Q9WTP6|KAD2_MOUSE Adenylate kinase 2, mitochondrial OS=Mus musculus OX=10090 GN=Ak2 PE=1 SV=5	AK2	20.036094482957	20.063675295828	20.1112344188891	20.2216918408145
Q9WTP7	>sp|Q9WTP7|KAD3_MOUSE GTP:AMP phosphotransferase AK3, mitochondrial OS=Mus musculus OX=10090 GN=Ak3 PE=1 SV=3	AK3	19.6019162333966	19.5616937889785	19.7388814772046	19.8297744166589
Q9WUR9	>sp|Q9WUR9|KAD4_MOUSE Adenylate kinase 4, mitochondrial OS=Mus musculus OX=10090 GN=Ak4 PE=1 SV=1	AK4	20.1364665874456	20.1182276749169	20.460065649244	20.5600621722813
Q8VCP8	>sp|Q8VCP8|KAD6_MOUSE Adenylate kinase isoenzyme 6 OS=Mus musculus OX=10090 GN=Ak6 PE=1 SV=1	AK6	19.9359667987705	19.634105871627	19.6968072116792	19.7598105004955
G3UYQ4	>sp|G3UYQ4|KAD9_MOUSE Adenylate kinase 9 OS=Mus musculus OX=10090 GN=Ak9 PE=2 SV=2	AK9		18.3266941230116		18.9164904395252
O08715	>sp|O08715|AKAP1_MOUSE A-kinase anchor protein 1, mitochondrial OS=Mus musculus OX=10090 GN=Akap1 PE=1 SV=4	AKAP1	18.6375156053948	18.8649531108568	18.8748648365675	18.8691207125262
O88845	>sp|O88845|AKA10_MOUSE A-kinase anchor protein 10, mitochondrial OS=Mus musculus OX=10090 GN=Akap10 PE=1 SV=3	AKAP10	18.624351796904	19.0221107174492	18.7571980048101	19.0288198193197
E9Q777	>tr|E9Q777|E9Q777_MOUSE A kinase anchor protein 11 OS=Mus musculus OX=10090 GN=Akap11 PE=1 SV=2	AKAP11	17.1207881233922	16.7405676587729	17.4941004656832	17.3913987773429
Q9WTQ5	>sp|Q9WTQ5|AKA12_MOUSE A-kinase anchor protein 12 OS=Mus musculus OX=10090 GN=Akap12 PE=1 SV=1	AKAP12	19.4348074900633	19.6488444081508	19.5645208569881	19.5453274012406
E9Q394	>sp|E9Q394|AKP13_MOUSE A-kinase anchor protein 13 OS=Mus musculus OX=10090 GN=Akap13 PE=1 SV=1	AKAP13	17.9588292656197	18.180394674085	18.3115082329785	18.5270818175167
A0AAA9WW07	>tr|A0AAA9WW07|A0AAA9WW07_MOUSE A-kinase anchor protein 17A OS=Mus musculus OX=10090 GN=Akap17a PE=4 SV=1	AKAP17A	18.704116242092	18.3036862790951	18.5693515223769	18.6091200961029
Q9DBR0	>sp|Q9DBR0|AKAP8_MOUSE A-kinase anchor protein 8 OS=Mus musculus OX=10090 GN=Akap8 PE=1 SV=1	AKAP8	17.9451111184042	18.0332391387955	18.2894629359866	18.2952446221613
Q9R0L7	>sp|Q9R0L7|AKP8L_MOUSE A-kinase anchor protein 8-like OS=Mus musculus OX=10090 GN=Akap8l PE=1 SV=1	AKAP8L	18.835038798893	18.928092449304	18.9720335706996	19.1266378164069
Q70FJ1	>sp|Q70FJ1|AKAP9_MOUSE A-kinase anchor protein 9 OS=Mus musculus OX=10090 GN=Akap9 PE=1 SV=2	AKAP9	16.9351502895394	17.2751651782388	17.1810057004186	16.9574553536099
Q9JII6	>sp|Q9JII6|AK1A1_MOUSE Aldo-keto reductase family 1 member A1 OS=Mus musculus OX=10090 GN=Akr1a1 PE=1 SV=3	AKR1A1	20.7214451113046	20.8283163842543	20.6716322350614	20.7746910269702
P45376	>sp|P45376|ALDR_MOUSE Aldo-keto reductase family 1 member B1 OS=Mus musculus OX=10090 GN=Akr1b1 PE=1 SV=3	AKR1B1	20.0310494609607	20.1129633008694	20.1659565779336	20.4582362843264
P45377	>sp|P45377|ALD2_MOUSE Aldose reductase-related protein 2 OS=Mus musculus OX=10090 GN=Akr1b8 PE=1 SV=2	AKR1B8	19.477923795339	19.462562324827	19.3757244429549	19.5568440171733
Q9DCT1	>sp|Q9DCT1|AKCL2_MOUSE 1,5-anhydro-D-fructose reductase OS=Mus musculus OX=10090 GN=Akr1e2 PE=1 SV=1	AKR1E2	20.9286779913257	20.8333350370015	20.827702522728	20.9715284857384
Q8CG76	>sp|Q8CG76|ARK72_MOUSE Aflatoxin B1 aldehyde reductase member 2 OS=Mus musculus OX=10090 GN=Akr7a2 PE=1 SV=3	AKR7A2	18.6196005604294	18.9331244332563	18.9542338159893	18.9246745117043
Q9D1F4	>sp|Q9D1F4|AKTS1_MOUSE Proline-rich AKT1 substrate 1 OS=Mus musculus OX=10090 GN=Akt1s1 PE=1 SV=1	AKT1S1	19.7840868969766	19.7697583766217	19.9592929665551	20.0489929208634
Q60823	>sp|Q60823|AKT2_MOUSE RAC-beta serine/threonine-protein kinase OS=Mus musculus OX=10090 GN=Akt2 PE=1 SV=1	AKT2	19.3846062994291	19.2486608267578	19.6736299017864	19.2740554858202
P10518	>sp|P10518|HEM2_MOUSE Delta-aminolevulinic acid dehydratase OS=Mus musculus OX=10090 GN=Alad PE=1 SV=1	ALAD	19.0130562834609	19.0647133174912	18.8405628137803	19.0468757105458
P07724	>sp|P07724|ALBU_MOUSE Albumin OS=Mus musculus OX=10090 GN=Alb PE=1 SV=3	ALB	22.1242792836213	24.1468733730365	22.6332337735957	22.027728966818
Q61490	>sp|Q61490|CD166_MOUSE CD166 antigen OS=Mus musculus OX=10090 GN=Alcam PE=1 SV=3	ALCAM	18.7051412131027	18.8791280326016	18.5307710067041	18.7746565121734
Q571I9	>sp|Q571I9|A16A1_MOUSE Aldehyde dehydrogenase family 16 member A1 OS=Mus musculus OX=10090 GN=Aldh16a1 PE=1 SV=2	ALDH16A1	19.7244313161383	19.5368110453204	19.711246952793	19.7425275492612
Q9Z110	>sp|Q9Z110|P5CS_MOUSE Delta-1-pyrroline-5-carboxylate synthase OS=Mus musculus OX=10090 GN=Aldh18a1 PE=1 SV=2	ALDH18A1	20.3604480456666	20.0343095783701	20.0465537630317	19.8925261778187
Q62148	>sp|Q62148|AL1A2_MOUSE Retinal dehydrogenase 2 OS=Mus musculus OX=10090 GN=Aldh1a2 PE=1 SV=2	ALDH1A2		15.3977377342911	16.6691514853031	
Q9CZS1	>sp|Q9CZS1|AL1B1_MOUSE Aldehyde dehydrogenase X, mitochondrial OS=Mus musculus OX=10090 GN=Aldh1b1 PE=1 SV=1	ALDH1B1	19.9811733501832		20.0651139359407	18.9854765293984
Q8R0Y6	>sp|Q8R0Y6|AL1L1_MOUSE Cytosolic 10-formyltetrahydrofolate dehydrogenase OS=Mus musculus OX=10090 GN=Aldh1l1 PE=1 SV=1	ALDH1L1	21.1696799592367	20.546999551405	20.4453629072693	20.5391787582005
Q8K009	>sp|Q8K009|AL1L2_MOUSE Mitochondrial 10-formyltetrahydrofolate dehydrogenase OS=Mus musculus OX=10090 GN=Aldh1l2 PE=1 SV=2	ALDH1L2	20.2225811212378	19.5352846557656	19.7461097448655	19.3961114243143
P47738	>sp|P47738|ALDH2_MOUSE Aldehyde dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Aldh2 PE=1 SV=1	ALDH2	20.2652566632219	20.1749656906856	20.0753328917922	20.0830659292848
Q8CHT0	>sp|Q8CHT0|AL4A1_MOUSE Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Aldh4a1 PE=1 SV=3	ALDH4A1	19.330755029995	19.3672795899319	19.2284604590472	19.377894411578
Q8BWF0	>sp|Q8BWF0|SSDH_MOUSE Succinate-semialdehyde dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Aldh5a1 PE=1 SV=1	ALDH5A1	17.1120892110309	17.4405850611366	17.4827504554218	18.0130231792192
Q9EQ20	>sp|Q9EQ20|MMSA_MOUSE Methylmalonate-semialdehyde/malonate-semialdehyde dehydrogenase [acylating], mitochondrial OS=Mus musculus OX=10090 GN=Aldh6a1 PE=1 SV=1	ALDH6A1	19.9035597950053	19.6145136380246	19.9452133399669	19.8320081727464
Q9DBF1	>sp|Q9DBF1|AL7A1_MOUSE Alpha-aminoadipic semialdehyde dehydrogenase OS=Mus musculus OX=10090 GN=Aldh7a1 PE=1 SV=4	ALDH7A1	19.4532969045908	19.1472832071909	18.9470031173213	18.9157968463583
Q9JLJ2	>sp|Q9JLJ2|AL9A1_MOUSE 4-trimethylaminobutyraldehyde dehydrogenase OS=Mus musculus OX=10090 GN=Aldh9a1 PE=1 SV=1	ALDH9A1	19.6841084381601	19.2576551949071	19.2257376862051	19.2534660610367
P05064	>sp|P05064|ALDOA_MOUSE Fructose-bisphosphate aldolase A OS=Mus musculus OX=10090 GN=Aldoa PE=1 SV=2	ALDOA	22.2565170125123	22.4064457929674	22.4132211104103	22.6606760020638
A6ZI47	>tr|A6ZI47|A6ZI47_MOUSE Fructose-bisphosphate aldolase OS=Mus musculus OX=10090 GN=Aldoart2 PE=1 SV=1	ALDOART2	19.8668205859607	20.4599731824947	20.6718930650928	20.7589211812078
P05063	>sp|P05063|ALDOC_MOUSE Fructose-bisphosphate aldolase C OS=Mus musculus OX=10090 GN=Aldoc PE=1 SV=4	ALDOC	17.9040173983509	17.834627952854	17.9636184313923	17.9538294854054
Q8K1E6	>sp|Q8K1E6|ALKB3_MOUSE Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3 OS=Mus musculus OX=10090 GN=Alkbh3 PE=1 SV=1	ALKBH3	19.6647986883043	19.668432196611	20.0079705262792	20.0448623425698
Q3TSG4	>sp|Q3TSG4|ALKB5_MOUSE RNA demethylase ALKBH5 OS=Mus musculus OX=10090 GN=Alkbh5 PE=1 SV=2	ALKBH5	18.2115157950782	18.0131594341313	18.5317356975395	18.5807436638804
O08583	>sp|O08583|THOC4_MOUSE THO complex subunit 4 OS=Mus musculus OX=10090 GN=Alyref PE=1 SV=3	ALYREF	20.0139242440147	19.9838523075085	20.2658091165254	20.1864105586641
O09174	>sp|O09174|AMACR_MOUSE Alpha-methylacyl-CoA racemase OS=Mus musculus OX=10090 GN=Amacr PE=1 SV=4	AMACR	19.2037583523775	19.1215535520336	19.3143529004443	19.3046195200708
A2AH22	>sp|A2AH22|AMRA1_MOUSE Activating molecule in BECN1-regulated autophagy protein 1 OS=Mus musculus OX=10090 GN=Ambra1 PE=1 SV=1	AMBRA1	17.0241466663771	16.8676866954979	17.0537648354521	16.8758714473225
Q8JZV7	>sp|Q8JZV7|NAGA_MOUSE N-acetylglucosamine-6-phosphate deacetylase OS=Mus musculus OX=10090 GN=Amdhd2 PE=1 SV=1	AMDHD2	18.0466435261675	17.8057142694097	17.9657925690763	18.1299351200099
Q9R049	>sp|Q9R049|AMFR_MOUSE E3 ubiquitin-protein ligase AMFR OS=Mus musculus OX=10090 GN=Amfr PE=1 SV=2	AMFR	17.5558826584406	17.8233585582073	17.6310864541377	17.6726148242852
Q8VHG2	>sp|Q8VHG2|AMOT_MOUSE Angiomotin OS=Mus musculus OX=10090 GN=Amot PE=1 SV=3	AMOT	18.867108218701	18.6950402096834	19.1524739304006	18.9138614092257
Q8K371	>sp|Q8K371|AMOL2_MOUSE Angiomotin-like protein 2 OS=Mus musculus OX=10090 GN=Amotl2 PE=1 SV=1	AMOTL2	18.4420994589162	18.2844314787427	18.7892423456952	18.0504772981062
Q9DBT5	>sp|Q9DBT5|AMPD2_MOUSE AMP deaminase 2 OS=Mus musculus OX=10090 GN=Ampd2 PE=1 SV=2	AMPD2	19.8380472279703	19.7076518591646	19.9026844730221	19.828287520518
O08739	>sp|O08739|AMPD3_MOUSE AMP deaminase 3 OS=Mus musculus OX=10090 GN=Ampd3 PE=1 SV=2	AMPD3	18.2557146221033	18.3342215208014	18.5388156727244	18.4435215101506
P53995	>sp|P53995|APC1_MOUSE Anaphase-promoting complex subunit 1 OS=Mus musculus OX=10090 GN=Anapc1 PE=1 SV=2	ANAPC1	19.5382876319566	19.6233435233495	19.4525023125252	19.4867505665663
Q9CPX9	>sp|Q9CPX9|APC11_MOUSE Anaphase-promoting complex subunit 11 OS=Mus musculus OX=10090 GN=Anapc11 PE=3 SV=1	ANAPC11	16.7795206270732	17.360359045098	16.7008730528114	16.8258298731588
Q9CPV2	>sp|Q9CPV2|APC16_MOUSE Anaphase-promoting complex subunit 16 OS=Mus musculus OX=10090 GN=Anapc16 PE=3 SV=1	ANAPC16		15.7816412318435	16.3264575349636	
Q91W96	>sp|Q91W96|APC4_MOUSE Anaphase-promoting complex subunit 4 OS=Mus musculus OX=10090 GN=Anapc4 PE=1 SV=1	ANAPC4	18.8169187489399	19.0542243453332	18.9718822001795	18.6608754241972
Q8BTZ4	>sp|Q8BTZ4|APC5_MOUSE Anaphase-promoting complex subunit 5 OS=Mus musculus OX=10090 GN=Anapc5 PE=1 SV=1	ANAPC5	19.298694920616	18.9106580341398	19.2674987582556	
Q9R045	>sp|Q9R045|ANGL2_MOUSE Angiopoietin-related protein 2 OS=Mus musculus OX=10090 GN=Angptl2 PE=2 SV=2	ANGPTL2	17.5800475881039	18.272278940425	17.7364879741803	18.1514446476233
Q8C8R3	>sp|Q8C8R3|ANK2_MOUSE Ankyrin-2 OS=Mus musculus OX=10090 GN=Ank2 PE=1 SV=2	ANK2	20.0029172953839	19.7148690707675	19.9652870798438	19.7965282254139
G5E8K5	>sp|G5E8K5|ANK3_MOUSE Ankyrin-3 OS=Mus musculus OX=10090 GN=Ank3 PE=1 SV=1	ANK3	18.1380055589163	18.1469101209984	18.4499052010348	18.2463914098954
Q810B6	>sp|Q810B6|ANFY1_MOUSE Rabankyrin-5 OS=Mus musculus OX=10090 GN=Ankfy1 PE=1 SV=2	ANKFY1	17.9907503198583	17.7956467055929	17.8405031026116	17.683343326416
E9PUR0;E9Q1M6	>tr|E9PUR0|E9PUR0_MOUSE Ankyrin repeat and KH domain containing 1 OS=Mus musculus OX=10090 GN=Ankhd1 PE=1 SV=1;>tr|E9Q1M6|E9Q1M6_MOUSE Isoform of E9PUR0, Ankyrin repeat and KH domain containing 1 OS=Mus musculus OX=10090 GN=Ankhd1 PE=1 SV=1	ANKHD1	17.8831683982086		18.4159392559641	17.9531723151525
Q6ZPS6	>sp|Q6ZPS6|AKIB1_MOUSE Ankyrin repeat and IBR domain-containing protein 1 OS=Mus musculus OX=10090 GN=Ankib1 PE=1 SV=2	ANKIB1	18.3008945869637	17.8584607352425	18.1078105095338	17.7230678412128
Q6P1H6	>sp|Q6P1H6|ANKL2_MOUSE Ankyrin repeat and LEM domain-containing protein 2 OS=Mus musculus OX=10090 GN=Ankle2 PE=1 SV=2	ANKLE2	18.7666295561931	18.9583815530882	19.0382293258854	18.9458017907228
