protein_id	fasta_headers	gene_symbols_or_id	MS1-S	MS2-S	MW1-S	MW2-S
Q9D898	>sp|Q9D898|ARP5L_MOUSE Actin-related protein 2/3 complex subunit 5-like protein OS=Mus musculus OX=10090 GN=Arpc5l PE=1 SV=1	ARPC5L	20.7223085220524	20.0909704393022	19.0706634984651	
Q9D0A3	>sp|Q9D0A3|ARPIN_MOUSE Arpin OS=Mus musculus OX=10090 GN=Arpin PE=1 SV=1	ARPIN	18.6769654549338	18.1110948454247	17.4481854018009	
Q9DCB4	>sp|Q9DCB4|ARP21_MOUSE cAMP-regulated phosphoprotein 21 OS=Mus musculus OX=10090 GN=Arpp21 PE=1 SV=2	ARPP21	16.4229376939651	16.87696058743	14.2259433254877	
Q9WV54	>sp|Q9WV54|ASAH1_MOUSE Acid ceramidase OS=Mus musculus OX=10090 GN=Asah1 PE=1 SV=1	ASAH1	16.8478097512935	17.5863967501485	17.3100925657186	
Q9CQE6;Q9DAP7	>sp|Q9CQE6|ASF1A_MOUSE Histone chaperone ASF1A OS=Mus musculus OX=10090 GN=Asf1a PE=1 SV=1;>sp|Q9DAP7|ASF1B_MOUSE Histone chaperone ASF1B OS=Mus musculus OX=10090 GN=Asf1b PE=1 SV=1	ASF1A;ASF1B	18.0819639796467	18.1046141824413	17.5904630484673	
Q91YI0	>sp|Q91YI0|ARLY_MOUSE Argininosuccinate lyase OS=Mus musculus OX=10090 GN=Asl PE=1 SV=1	ASL	18.2745513463119		17.6990318365301	
Q61024	>sp|Q61024|ASNS_MOUSE Asparagine synthetase [glutamine-hydrolyzing] OS=Mus musculus OX=10090 GN=Asns PE=1 SV=3	ASNS	18.8252426086133	18.2128699010453	19.3273663947252	
Q99MQ4	>sp|Q99MQ4|ASPN_MOUSE Asporin OS=Mus musculus OX=10090 GN=Aspn PE=1 SV=1	ASPN	16.7516460628511	19.2434091632294	18.5514537851309	
Q8C0J2	>sp|Q8C0J2|A16L1_MOUSE Autophagy-related protein 16-1 OS=Mus musculus OX=10090 GN=Atg16l1 PE=1 SV=1	ATG16L1	17.9386065169973	17.2957920689846	17.2812037833022	
Q9CWJ9	>sp|Q9CWJ9|PUR9_MOUSE Bifunctional purine biosynthesis protein ATIC OS=Mus musculus OX=10090 GN=Atic PE=1 SV=2	ATIC	18.0220019715214	18.1560879911072	18.1075180777108	19.7536009320305
O08997	>sp|O08997|ATOX1_MOUSE Copper transport protein ATOX1 OS=Mus musculus OX=10090 GN=Atox1 PE=1 SV=1	ATOX1	20.6648238211563	20.5040491375218	19.068372168128	20.6929039118148
Q8VDN2	>sp|Q8VDN2|AT1A1_MOUSE Sodium/potassium-transporting ATPase subunit alpha-1 OS=Mus musculus OX=10090 GN=Atp1a1 PE=1 SV=1	ATP1A1	15.827232218196	16.0144000794907	18.0038515650452	18.5350175769485
D3Z6F5	>tr|D3Z6F5|D3Z6F5_MOUSE Isoform of Q03265, ATP synthase subunit alpha OS=Mus musculus OX=10090 GN=Atp5f1a PE=1 SV=1	ATP5F1A	19.74248917532	19.4280670571344	20.260744174271	22.4595377941589
Q03265	>sp|Q03265|ATPA_MOUSE ATP synthase subunit alpha, mitochondrial OS=Mus musculus OX=10090 GN=Atp5f1a PE=1 SV=1	ATP5F1A	17.6915839369916		16.04403337579	18.9342673016155
P56480	>sp|P56480|ATPB_MOUSE ATP synthase subunit beta, mitochondrial OS=Mus musculus OX=10090 GN=Atp5f1b PE=1 SV=2	ATP5F1B	18.8671721454681	19.0140186897265	20.2197615714277	21.5088404152952
Q8C2Q8	>tr|Q8C2Q8|Q8C2Q8_MOUSE Isoform of Q91VR2, ATP synthase subunit gamma OS=Mus musculus OX=10090 GN=Atp5f1c PE=1 SV=1	ATP5F1C	15.7283044845337		16.6682074786566	
Q06185	>sp|Q06185|ATP5I_MOUSE ATP synthase subunit e, mitochondrial OS=Mus musculus OX=10090 GN=Atp5me PE=1 SV=2	ATP5ME	18.0407092973224	19.0719760850053	19.6265830069252	18.9816972392834
Q9DB20	>sp|Q9DB20|ATPO_MOUSE ATP synthase subunit O, mitochondrial OS=Mus musculus OX=10090 GN=Atp5po PE=1 SV=1	ATP5PO	18.0773748536826		17.3419599359223	
Q9R1Q9	>sp|Q9R1Q9|VAS1_MOUSE V-type proton ATPase subunit S1 OS=Mus musculus OX=10090 GN=Atp6ap1 PE=1 SV=1	ATP6AP1	19.0983832572817	19.2669007312387	19.0204478566298	17.2779217703968
Q9CYN9	>sp|Q9CYN9|RENR_MOUSE Renin receptor OS=Mus musculus OX=10090 GN=Atp6ap2 PE=1 SV=2	ATP6AP2	18.9330600415029	19.9978707394931	18.7621061214991	
P50516	>sp|P50516|VATA_MOUSE V-type proton ATPase catalytic subunit A OS=Mus musculus OX=10090 GN=Atp6v1a PE=1 SV=2	ATP6V1A	17.4165395059189	17.5443608923499	17.3662541677588	
P62814	>sp|P62814|VATB2_MOUSE V-type proton ATPase subunit B, brain isoform OS=Mus musculus OX=10090 GN=Atp6v1b2 PE=1 SV=1	ATP6V1B2	18.2962861315539	18.2420930402557	17.3364066439757	
P57746	>sp|P57746|VATD_MOUSE V-type proton ATPase subunit D OS=Mus musculus OX=10090 GN=Atp6v1d PE=1 SV=1	ATP6V1D	16.3599332219198	15.620784525871	14.9041128262533	
P50518	>sp|P50518|VATE1_MOUSE V-type proton ATPase subunit E 1 OS=Mus musculus OX=10090 GN=Atp6v1e1 PE=1 SV=2	ATP6V1E1	17.8498771103434	18.5513904373886	16.3073752946729	
Q9WU60	>sp|Q9WU60|ATRN_MOUSE Attractin OS=Mus musculus OX=10090 GN=Atrn PE=1 SV=3	ATRN	17.2347550378252		18.9950001652584	
Q00993	>sp|Q00993|UFO_MOUSE Tyrosine-protein kinase receptor UFO OS=Mus musculus OX=10090 GN=Axl PE=1 SV=2	AXL	18.50982475582		18.4584572824015	
P01887	>sp|P01887|B2MG_MOUSE Beta-2-microglobulin OS=Mus musculus OX=10090 GN=B2m PE=1 SV=2	B2M	21.4498697301449	20.6602180853795	20.4666686392709	
P15535	>sp|P15535|B4GT1_MOUSE Beta-1,4-galactosyltransferase 1 OS=Mus musculus OX=10090 GN=B4galt1 PE=1 SV=1	B4GALT1	18.3953526927337	18.0758043997449	17.4439620431651	
Q9JMK0	>sp|Q9JMK0|B4GT5_MOUSE Beta-1,4-galactosyltransferase 5 OS=Mus musculus OX=10090 GN=B4galt5 PE=1 SV=2	B4GALT5	14.8126185530699		15.4303381796893	
Q8BWP8	>sp|Q8BWP8|B4GA1_MOUSE Beta-1,4-glucuronyltransferase 1 OS=Mus musculus OX=10090 GN=B4gat1 PE=1 SV=1	B4GAT1	16.6763228714329	16.2315482229191	16.9460960444907	
Q61337	>sp|Q61337|BAD_MOUSE Bcl2-associated agonist of cell death OS=Mus musculus OX=10090 GN=Bad PE=1 SV=1	BAD	17.2196042205822		15.7388848203282	
Q60739	>sp|Q60739|BAG1_MOUSE BAG family molecular chaperone regulator 1 OS=Mus musculus OX=10090 GN=Bag1 PE=1 SV=3	BAG1	18.343362303974	18.0380957876451	17.22799683307	
Q91YN9	>sp|Q91YN9|BAG2_MOUSE BAG family molecular chaperone regulator 2 OS=Mus musculus OX=10090 GN=Bag2 PE=1 SV=1	BAG2	18.7330081251123	18.4811887683284	17.0839247765782	
Q9JLV1	>sp|Q9JLV1|BAG3_MOUSE BAG family molecular chaperone regulator 3 OS=Mus musculus OX=10090 GN=Bag3 PE=1 SV=2	BAG3	19.6568854730819	19.4951467724221	17.5016152484325	
Q9Z1R2	>sp|Q9Z1R2|BAG6_MOUSE Large proline-rich protein BAG6 OS=Mus musculus OX=10090 GN=Bag6 PE=1 SV=1	BAG6	16.5960330958	16.7890162555327	15.3108047413652	
B1AZ46	>tr|B1AZ46|B1AZ46_MOUSE Isoform of Q8BKX1, BAR/IMD domain-containing adapter protein 2 OS=Mus musculus OX=10090 GN=Baiap2 PE=1 SV=1	BAIAP2	17.0364350309609		16.2478730851727	
Q07813	>sp|Q07813|BAX_MOUSE Apoptosis regulator BAX OS=Mus musculus OX=10090 GN=Bax PE=1 SV=1	BAX	17.3078660344284	16.6925386476639	17.7308130982947	
P28653	>sp|P28653|PGS1_MOUSE Biglycan OS=Mus musculus OX=10090 GN=Bgn PE=1 SV=1	BGN	23.1038363355503	22.6380418021442	22.5513897984306	20.636840339647
O35490	>sp|O35490|BHMT1_MOUSE Betaine--homocysteine S-methyltransferase 1 OS=Mus musculus OX=10090 GN=Bhmt PE=1 SV=1	BHMT	18.3431765489712	18.8232919789278	18.3860959726863	
A0AAQ4VMS1	>tr|A0AAQ4VMS1|A0AAQ4VMS1_MOUSE Isoform of O08539, Bridging integrator 1 OS=Mus musculus OX=10090 GN=Bin1 PE=4 SV=1	BIN1	20.068451134862	20.2391367846077	17.6155535787283	
O88738	>sp|O88738|BIRC6_MOUSE Baculoviral IAP repeat-containing protein 6 OS=Mus musculus OX=10090 GN=Birc6 PE=1 SV=2	BIRC6	16.8181174393572	16.2345421958102	14.6462176717642	
Q8VD62	>sp|Q8VD62|CK068_MOUSE UPF0696 protein C11orf68 homolog OS=Mus musculus OX=10090 GN=Bles03 PE=1 SV=2	BLES03	18.2529961243874	18.642731416323	16.8455847051134	
Q8R016	>sp|Q8R016|BLMH_MOUSE Bleomycin hydrolase OS=Mus musculus OX=10090 GN=Blmh PE=1 SV=1	BLMH	19.7994592249882	19.6701454895426	19.8461608846394	
Q9CY64	>sp|Q9CY64|BIEA_MOUSE Biliverdin reductase A OS=Mus musculus OX=10090 GN=Blvra PE=1 SV=1	BLVRA	16.6936621593938	16.0681147121181	16.4664050829799	
Q923D2	>sp|Q923D2|BLVRB_MOUSE Flavin reductase (NADPH) OS=Mus musculus OX=10090 GN=Blvrb PE=1 SV=3	BLVRB	19.2499899687699	19.2411881656434	18.2057527105127	
P98063	>sp|P98063|BMP1_MOUSE Bone morphogenetic protein 1 OS=Mus musculus OX=10090 GN=Bmp1 PE=1 SV=2	BMP1	17.8121661685602	18.3458176814967	18.5678232915418	20.0044156849157
Q9D8S9	>sp|Q9D8S9|BOLA1_MOUSE BolA-like protein 1 OS=Mus musculus OX=10090 GN=Bola1 PE=1 SV=1	BOLA1	18.4630050967383		16.109188577866	
Q8BGS2	>sp|Q8BGS2|BOLA2_MOUSE BolA-like protein 2 OS=Mus musculus OX=10090 GN=Bola2 PE=1 SV=1	BOLA2	18.5397069137033	19.1264163200163	18.0842734266238	19.7965680230992
Q9Z0S1	>sp|Q9Z0S1|BPNT1_MOUSE 3'(2'),5'-bisphosphate nucleotidase 1 OS=Mus musculus OX=10090 GN=Bpnt1 PE=1 SV=2	BPNT1	17.2588916200656	16.2289574388885	17.2858368168283	
Q3UQU0	>sp|Q3UQU0|BRD9_MOUSE Bromodomain-containing protein 9 OS=Mus musculus OX=10090 GN=Brd9 PE=1 SV=1	BRD9	18.6032724423257	19.425227406972	18.4280785686584	
Q91VR8	>sp|Q91VR8|BRK1_MOUSE Protein BRICK1 OS=Mus musculus OX=10090 GN=Brk1 PE=1 SV=1	BRK1	17.9665130412851	19.0042104813861	17.2547925370925	
P58544	>sp|P58544|BTBD1_MOUSE BTB/POZ domain-containing protein 1 OS=Mus musculus OX=10090 GN=Btbd1 PE=1 SV=3	BTBD1	17.1855035666151	16.8448530868565	18.1283232545322	
Q8CIF4	>sp|Q8CIF4|BTD_MOUSE Biotinidase OS=Mus musculus OX=10090 GN=Btd PE=1 SV=2	BTD	16.0763639859483		15.4335741902516	
Q9WVA3	>sp|Q9WVA3|BUB3_MOUSE Mitotic checkpoint protein BUB3 OS=Mus musculus OX=10090 GN=Bub3 PE=1 SV=2	BUB3	18.6579349595278	17.9662896848952	18.105085194823	
Q6PGH1	>sp|Q6PGH1|BUD31_MOUSE Protein BUD31 homolog OS=Mus musculus OX=10090 GN=Bud31 PE=1 SV=2	BUD31	15.6402180544472	15.4091879898287	15.0929551482195	
Q02105	>sp|Q02105|C1QC_MOUSE Complement C1q subcomponent subunit C OS=Mus musculus OX=10090 GN=C1qc PE=1 SV=2	C1QC	18.593116063793	19.2584272219452	19.251302990587	
Q9ES30	>sp|Q9ES30|C1QT3_MOUSE Complement C1q tumor necrosis factor-related protein 3 OS=Mus musculus OX=10090 GN=C1qtnf3 PE=2 SV=1	C1QTNF3	16.674123444272		17.8633770949569	
Q8CG16	>sp|Q8CG16|C1RA_MOUSE Complement C1r-A subcomponent OS=Mus musculus OX=10090 GN=C1ra PE=1 SV=1	C1RA	17.551387084387	17.4112410209974	17.8706579267784	
Q8CG14	>sp|Q8CG14|CS1A_MOUSE Complement C1s-1 subcomponent OS=Mus musculus OX=10090 GN=C1s1 PE=2 SV=2	C1S1	17.3932405268542	17.7933144812595	18.4658271287189	
P21180	>sp|P21180|CO2_MOUSE Complement C2 OS=Mus musculus OX=10090 GN=C2 PE=1 SV=2	C2	16.6040754778407		17.4839503365604	
P01027	>sp|P01027|CO3_MOUSE Complement C3 OS=Mus musculus OX=10090 GN=C3 PE=1 SV=3	C3	21.1444165850599	20.9190083512094	21.6764998858797	21.1724350586894
P01029	>sp|P01029|CO4B_MOUSE Complement C4-B OS=Mus musculus OX=10090 GN=C4b PE=1 SV=3	C4B	19.1639151946521	18.2945253448223	20.7097204514875	
E9Q6D8;Q91X70	>tr|E9Q6D8|E9Q6D8_MOUSE Complement component C6 OS=Mus musculus OX=10090 GN=C6 PE=1 SV=2;>tr|Q91X70|Q91X70_MOUSE Isoform of E9Q6D8, Complement component 6 OS=Mus musculus OX=10090 GN=C6 PE=1 SV=1	C6	21.0190820309143	21.166376638513	21.1624892892346	
D3YXF5	>tr|D3YXF5|D3YXF5_MOUSE Complement component 7 OS=Mus musculus OX=10090 GN=C7 PE=1 SV=2	C7	18.8094662560328	17.6814364295627	18.9187729950211	
Q8K182	>sp|Q8K182|CO8A_MOUSE Complement component C8 alpha chain OS=Mus musculus OX=10090 GN=C8a PE=1 SV=1	C8A	14.6680037994218	13.9026063438346	16.8246990876175	
Q8BH35	>sp|Q8BH35|CO8B_MOUSE Complement component C8 beta chain OS=Mus musculus OX=10090 GN=C8b PE=1 SV=1	C8B	15.9161523511038	15.6897482901544	18.2766955031765	
Q9ERQ8	>sp|Q9ERQ8|CAH7_MOUSE Carbonic anhydrase 7 OS=Mus musculus OX=10090 GN=Ca7 PE=1 SV=2	CA7	18.5321495819523	17.9867168555182	18.5486862261972	
O08532	>sp|O08532|CA2D1_MOUSE Voltage-dependent calcium channel subunit alpha-2/delta-1 OS=Mus musculus OX=10090 GN=Cacna2d1 PE=1 SV=1	CACNA2D1	16.5392038249233	16.9321007427892	15.9794980919727	
Q9CXW3	>sp|Q9CXW3|CYBP_MOUSE Calcyclin-binding protein OS=Mus musculus OX=10090 GN=Cacybp PE=1 SV=1	CACYBP	20.4063736935449	20.8687166901981	18.5385854657028	21.3205874873856
Q8VCQ8	>tr|Q8VCQ8|Q8VCQ8_MOUSE Isoform of E9QA16, Caldesmon 1 OS=Mus musculus OX=10090 GN=Cald1 PE=1 SV=1	CALD1	19.7267903337146	20.2137502141047	18.4098701876583	18.9114127242693
P0DP26;P0DP27;P0DP28	>sp|P0DP26|CALM1_MOUSE Calmodulin-1 OS=Mus musculus OX=10090 GN=Calm1 PE=1 SV=1;>sp|P0DP27|CALM2_MOUSE Calmodulin-2 OS=Mus musculus OX=10090 GN=Calm2 PE=1 SV=1;>sp|P0DP28|CALM3_MOUSE Calmodulin-3 OS=Mus musculus OX=10090 GN=Calm3 PE=1 SV=1	CALM1;CALM2;CALM3	19.553589731296	18.8948875505671	19.4948157500837	16.9677905717341
P14211	>sp|P14211|CALR_MOUSE Calreticulin OS=Mus musculus OX=10090 GN=Calr PE=1 SV=1	CALR	20.7181058559275	20.287346790156	19.893870165529	19.5360651673053
O35887	>sp|O35887|CALU_MOUSE Calumenin OS=Mus musculus OX=10090 GN=Calu PE=1 SV=1	CALU	19.505135235057	19.1782698280688	18.7243842818366	20.6980531113367
Q6XLQ8	>tr|Q6XLQ8|Q6XLQ8_MOUSE Isoform of O35887, Calumenin OS=Mus musculus OX=10090 GN=Calu PE=1 SV=1	CALU	19.385265464533		18.0410649865596	19.6631357500939
Q6PHZ2	>sp|Q6PHZ2|KCC2D_MOUSE Calcium/calmodulin-dependent protein kinase type II subunit delta OS=Mus musculus OX=10090 GN=Camk2d PE=1 SV=1	CAMK2D	14.9650017784799		14.5434236551945	
Q923T9	>sp|Q923T9|KCC2G_MOUSE Calcium/calmodulin-dependent protein kinase type II subunit gamma OS=Mus musculus OX=10090 GN=Camk2g PE=1 SV=1	CAMK2G	16.9765487281352		16.2461969257041	
Q8C1B1	>sp|Q8C1B1|CAMP2_MOUSE Calmodulin-regulated spectrin-associated protein 2 OS=Mus musculus OX=10090 GN=Camsap2 PE=1 SV=3	CAMSAP2		18.8924520325795	17.3687273295414	
Q6ZQ38	>sp|Q6ZQ38|CAND1_MOUSE Cullin-associated NEDD8-dissociated protein 1 OS=Mus musculus OX=10090 GN=Cand1 PE=1 SV=2	CAND1	18.0286457132563	18.1699200006487	17.9830308966092	
P40124	>sp|P40124|CAP1_MOUSE Adenylyl cyclase-associated protein 1 OS=Mus musculus OX=10090 GN=Cap1 PE=1 SV=4	CAP1	19.5673294329805	19.6489504645352	18.8651703289295	19.2044825431718
Q9CYT6	>sp|Q9CYT6|CAP2_MOUSE Adenylyl cyclase-associated protein 2 OS=Mus musculus OX=10090 GN=Cap2 PE=1 SV=1	CAP2	15.7685276203757	15.5564637571417	13.7179595471904	
Q99LB4	>tr|Q99LB4|Q99LB4_MOUSE Isoform of P24452, Capping actin protein, gelsolin like OS=Mus musculus OX=10090 GN=Capg PE=1 SV=1	CAPG	20.4394427360427	21.200399705309	18.6609324998427	18.172213229067
O35350	>sp|O35350|CAN1_MOUSE Calpain-1 catalytic subunit OS=Mus musculus OX=10090 GN=Capn1 PE=1 SV=1	CAPN1	17.1538617907112		17.8732550998361	
O08529	>sp|O08529|CAN2_MOUSE Calpain-2 catalytic subunit OS=Mus musculus OX=10090 GN=Capn2 PE=1 SV=4	CAPN2	17.9869683402197	18.3661182788439	17.7907748443828	
O88456	>sp|O88456|CPNS1_MOUSE Calpain small subunit 1 OS=Mus musculus OX=10090 GN=Capns1 PE=1 SV=2	CAPNS1	16.4474191400914		16.5260042140598	
Q60865	>sp|Q60865|CAPR1_MOUSE Caprin-1 OS=Mus musculus OX=10090 GN=Caprin1 PE=1 SV=2	CAPRIN1	19.0803092206617	18.971180794158	17.6372868375526	18.9667721535354
P47753	>sp|P47753|CAZA1_MOUSE F-actin-capping protein subunit alpha-1 OS=Mus musculus OX=10090 GN=Capza1 PE=1 SV=4	CAPZA1	18.6250880534882	19.3136968677409	17.6959566459656	
P47754	>sp|P47754|CAZA2_MOUSE F-actin-capping protein subunit alpha-2 OS=Mus musculus OX=10090 GN=Capza2 PE=1 SV=3	CAPZA2	18.8923767151318		18.9427939747094	
A2AMW0	>tr|A2AMW0|A2AMW0_MOUSE Isoform of P47757, F-actin-capping protein subunit beta OS=Mus musculus OX=10090 GN=Capzb PE=1 SV=1	CAPZB	19.5974543937133	18.9710920577228	19.1207243687336	
P47757	>sp|P47757|CAPZB_MOUSE F-actin-capping protein subunit beta OS=Mus musculus OX=10090 GN=Capzb PE=1 SV=3	CAPZB	19.3709335824349	18.5779120925483	19.1497487201432	
Q9ER72	>sp|Q9ER72|SYCC_MOUSE Cysteine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Cars1 PE=1 SV=2	CARS1	18.2378462584958	18.2532977255626	18.0930631591525	
P70677	>sp|P70677|CASP3_MOUSE Caspase-3 OS=Mus musculus OX=10090 GN=Casp3 PE=1 SV=1	CASP3	18.2591195823619	17.92607659456	17.4001527717872	
O89110	>sp|O89110|CASP8_MOUSE Caspase-8 OS=Mus musculus OX=10090 GN=Casp8 PE=1 SV=1	CASP8	16.3347921722452		16.6043780271011	
O09161	>sp|O09161|CASQ2_MOUSE Calsequestrin-2 OS=Mus musculus OX=10090 GN=Casq2 PE=1 SV=3	CASQ2	21.5573527291038	20.8602568313343	21.7372395259005	16.4699932959113
P24270	>sp|P24270|CATA_MOUSE Catalase OS=Mus musculus OX=10090 GN=Cat PE=1 SV=4	CAT	17.3769403827585	17.7407158070328	16.9466633727791	18.5776326915792
P48758	>sp|P48758|CBR1_MOUSE Carbonyl reductase [NADPH] 1 OS=Mus musculus OX=10090 GN=Cbr1 PE=1 SV=3	CBR1	18.9756117082293	17.9682635410158	18.5359569806522	
Q8K354	>sp|Q8K354|CBR3_MOUSE Carbonyl reductase [NADPH] 3 OS=Mus musculus OX=10090 GN=Cbr3 PE=1 SV=1	CBR3	18.8917317481132	17.9566483097717	18.4841978482497	
P83917	>sp|P83917|CBX1_MOUSE Chromobox protein homolog 1 OS=Mus musculus OX=10090 GN=Cbx1 PE=1 SV=1	CBX1	20.3562053060372	20.1344574591728	19.3205674985067	
P23198	>sp|P23198|CBX3_MOUSE Chromobox protein homolog 3 OS=Mus musculus OX=10090 GN=Cbx3 PE=1 SV=2	CBX3	18.7968051350734	20.0550086130806	18.4951150730833	19.9699340714283
Q61686	>sp|Q61686|CBX5_MOUSE Chromobox protein homolog 5 OS=Mus musculus OX=10090 GN=Cbx5 PE=1 SV=1	CBX5	18.3899753645355	18.535875669797	16.1909468601319	18.9800497427522
Q8K1A6	>sp|Q8K1A6|C2D1A_MOUSE Coiled-coil and C2 domain-containing protein 1A OS=Mus musculus OX=10090 GN=Cc2d1a PE=1 SV=2	CC2D1A	16.8820727276402		16.754295815037	
Q9D8X2	>sp|Q9D8X2|CC124_MOUSE Coiled-coil domain-containing protein 124 OS=Mus musculus OX=10090 GN=Ccdc124 PE=1 SV=1	CCDC124	18.4373825876679	20.7925630528698	15.6070029982735	
P10148	>sp|P10148|CCL2_MOUSE C-C motif chemokine 2 OS=Mus musculus OX=10090 GN=Ccl2 PE=1 SV=1	CCL2	20.8654983509405	21.4784918780723	20.1202670180043	
Q03366	>sp|Q03366|CCL7_MOUSE C-C motif chemokine 7 OS=Mus musculus OX=10090 GN=Ccl7 PE=3 SV=1	CCL7	19.0705283115082	20.7966172465394	16.5913228322329	
P18406	>sp|P18406|CCN1_MOUSE CCN family member 1 OS=Mus musculus OX=10090 GN=Ccn1 PE=1 SV=1	CCN1	16.9026970632819		17.2520381681847	
P29268	>sp|P29268|CCN2_MOUSE CCN family member 2 OS=Mus musculus OX=10090 GN=Ccn2 PE=1 SV=3	CCN2	15.9888180442035	16.1542553594766	17.1027504287539	
Q64299	>sp|Q64299|CCN3_MOUSE CCN family member 3 OS=Mus musculus OX=10090 GN=Ccn3 PE=1 SV=1	CCN3	14.99132451281		15.9530448002321	
O54775	>sp|O54775|CCN4_MOUSE CCN family member 4 OS=Mus musculus OX=10090 GN=Ccn4 PE=2 SV=1	CCN4	15.2127264546935		15.4357492194914	
Q9Z0G4	>sp|Q9Z0G4|CCN5_MOUSE CCN family member 5 OS=Mus musculus OX=10090 GN=Ccn5 PE=2 SV=1	CCN5		16.069869042388	15.3961671172233	
P80314	>sp|P80314|TCPB_MOUSE T-complex protein 1 subunit beta OS=Mus musculus OX=10090 GN=Cct2 PE=1 SV=4	CCT2	18.0872381027187	18.0459690262087	17.2935213103633	18.5929350283169
P80318	>sp|P80318|TCPG_MOUSE T-complex protein 1 subunit gamma OS=Mus musculus OX=10090 GN=Cct3 PE=1 SV=1	CCT3	18.5843301345151	18.3735129908941	18.7157397647422	19.0725422469757
P80315	>sp|P80315|TCPD_MOUSE T-complex protein 1 subunit delta OS=Mus musculus OX=10090 GN=Cct4 PE=1 SV=3	CCT4	18.099613757775	18.6471257888054	17.8529029881973	19.1100449276137
P80316	>sp|P80316|TCPE_MOUSE T-complex protein 1 subunit epsilon OS=Mus musculus OX=10090 GN=Cct5 PE=1 SV=1	CCT5	18.1467703765654	18.3916211473257	17.4645182196875	
P80317	>sp|P80317|TCPZ_MOUSE T-complex protein 1 subunit zeta OS=Mus musculus OX=10090 GN=Cct6a PE=1 SV=3	CCT6A	18.2769590327218	18.5065095323296	17.9013403390863	19.4562470917714
Q61390	>sp|Q61390|TCPW_MOUSE T-complex protein 1 subunit zeta-2 OS=Mus musculus OX=10090 GN=Cct6b PE=1 SV=4	CCT6B	17.9947205950849		17.9445224441118	
P80313	>sp|P80313|TCPH_MOUSE T-complex protein 1 subunit eta OS=Mus musculus OX=10090 GN=Cct7 PE=1 SV=1	CCT7	17.3255379009992	17.7229053198177	17.5228604963318	19.7831582748158
P42932	>sp|P42932|TCPQ_MOUSE T-complex protein 1 subunit theta OS=Mus musculus OX=10090 GN=Cct8 PE=1 SV=3	CCT8	17.6863126701391	18.0823040413289	17.6869936149342	19.3026915347157
Q8R422	>sp|Q8R422|CD109_MOUSE CD109 antigen OS=Mus musculus OX=10090 GN=Cd109 PE=1 SV=1	CD109	16.7862395489391		16.1303183955826	
O54901	>sp|O54901|OX2G_MOUSE OX-2 membrane glycoprotein OS=Mus musculus OX=10090 GN=Cd200 PE=1 SV=1	CD200	19.1678064630726	18.9365760869367	17.1340604446593	
Q91V98	>sp|Q91V98|CD248_MOUSE Endosialin OS=Mus musculus OX=10090 GN=Cd248 PE=1 SV=1	CD248	18.9525014434454	18.2258289019512	19.0685010387958	
P15379	>sp|P15379|CD44_MOUSE CD44 antigen OS=Mus musculus OX=10090 GN=Cd44 PE=1 SV=3	CD44	19.2170782054357	18.2438937086262	19.360196465538	19.3644511589228
O89103	>sp|O89103|C1QR1_MOUSE Complement component C1q receptor OS=Mus musculus OX=10090 GN=Cd93 PE=1 SV=1	CD93	17.023284015906		18.2566522891561	
P56389	>sp|P56389|CDD_MOUSE Cytidine deaminase OS=Mus musculus OX=10090 GN=Cda PE=1 SV=2	CDA	25.4683176488677	26.9399598500727	25.621581994871	
Q61081	>sp|Q61081|CDC37_MOUSE Hsp90 co-chaperone Cdc37 OS=Mus musculus OX=10090 GN=Cdc37 PE=1 SV=1	CDC37	19.7588688082282	19.9739864131326	17.627074577699	
Q9DC48	>sp|Q9DC48|PRP17_MOUSE Pre-mRNA-processing factor 17 OS=Mus musculus OX=10090 GN=Cdc40 PE=1 SV=1	CDC40	17.0572162118751		16.3346790616222	
P60766	>sp|P60766|CDC42_MOUSE Cell division control protein 42 homolog OS=Mus musculus OX=10090 GN=Cdc42 PE=1 SV=2	CDC42	19.1745850970495	18.3207997748056	18.2976968153625	
Q8JZM7	>sp|Q8JZM7|CDC73_MOUSE Parafibromin OS=Mus musculus OX=10090 GN=Cdc73 PE=1 SV=1	CDC73	17.7133989278416	17.0400523069382	16.1686208253488	
P55288	>sp|P55288|CAD11_MOUSE Cadherin-11 OS=Mus musculus OX=10090 GN=Cdh11 PE=1 SV=1	CDH11	18.9971772141543	18.2413771250777	18.2092064060981	
Q9WTR5	>sp|Q9WTR5|CAD13_MOUSE Cadherin-13 OS=Mus musculus OX=10090 GN=Cdh13 PE=1 SV=2	CDH13	16.8311445476845	15.8339760879914	16.2435512571372	
P33146	>sp|P33146|CAD15_MOUSE Cadherin-15 OS=Mus musculus OX=10090 GN=Cdh15 PE=1 SV=3	CDH15	19.8133816041543	18.98740044597	18.2559415924204	
P15116	>sp|P15116|CADH2_MOUSE Cadherin-2 OS=Mus musculus OX=10090 GN=Cdh2 PE=1 SV=2	CDH2	20.620464623081	20.2233480598814	19.6632906791672	20.6221327426084
P97326	>sp|P97326|CADH6_MOUSE Cadherin-6 OS=Mus musculus OX=10090 GN=Cdh6 PE=1 SV=2	CDH6	17.7850702515427	19.2723780226659	17.4557944070279	
