protein_id	fasta_headers	gene_symbols_or_id	MS1d4-L	MS2d4-L	MW1d4-L	MW2d4-L
Q9R0Y5	>sp|Q9R0Y5|KAD1_MOUSE Adenylate kinase isoenzyme 1 OS=Mus musculus OX=10090 GN=Ak1 PE=1 SV=1	AK1	21.165669737991	21.515006783548	21.1894933782257	21.2622270528235
F7BP55	>tr|F7BP55|F7BP55_MOUSE Isoform of Q9WTP6, Adenylate kinase 2 (Fragment) OS=Mus musculus OX=10090 GN=Ak2 PE=1 SV=1	AK2	18.2860234211119		19.965476010334	19.3819561691686
Q9WTP6	>sp|Q9WTP6|KAD2_MOUSE Adenylate kinase 2, mitochondrial OS=Mus musculus OX=10090 GN=Ak2 PE=1 SV=5	AK2	19.8277783834041	20.4168457124213	19.7472022554919	20.1012714641128
Q9WTP7	>sp|Q9WTP7|KAD3_MOUSE GTP:AMP phosphotransferase AK3, mitochondrial OS=Mus musculus OX=10090 GN=Ak3 PE=1 SV=3	AK3	20.0491655926498	19.0763565863363	19.8674062089413	19.7861785983566
Q9WUR9	>sp|Q9WUR9|KAD4_MOUSE Adenylate kinase 4, mitochondrial OS=Mus musculus OX=10090 GN=Ak4 PE=1 SV=1	AK4	19.9936555107603	19.97966258678	19.3722322267583	20.2301211081838
Q8VCP8	>sp|Q8VCP8|KAD6_MOUSE Adenylate kinase isoenzyme 6 OS=Mus musculus OX=10090 GN=Ak6 PE=1 SV=1	AK6	21.5598057927916	19.5373780875611	21.7411309660746	21.482955336729
O08715	>sp|O08715|AKAP1_MOUSE A-kinase anchor protein 1, mitochondrial OS=Mus musculus OX=10090 GN=Akap1 PE=1 SV=4	AKAP1	19.5588697689601	19.3788328648655	20.215192384385	19.8418146023192
E9Q777	>tr|E9Q777|E9Q777_MOUSE A kinase anchor protein 11 OS=Mus musculus OX=10090 GN=Akap11 PE=1 SV=2	AKAP11	17.1763937408312	17.0561576541374	17.3012227376025	16.861344785326
Q9WTQ5	>sp|Q9WTQ5|AKA12_MOUSE A-kinase anchor protein 12 OS=Mus musculus OX=10090 GN=Akap12 PE=1 SV=1	AKAP12	19.9033826673192	19.5889604491853	19.838373939905	19.6462348256598
E9Q394	>sp|E9Q394|AKP13_MOUSE A-kinase anchor protein 13 OS=Mus musculus OX=10090 GN=Akap13 PE=1 SV=1	AKAP13	18.4714806884105	18.1425757580404	17.7258450826442	17.9650328009082
E9Q9K8	>tr|E9Q9K8|E9Q9K8_MOUSE A kinase anchor protein 6 OS=Mus musculus OX=10090 GN=Akap6 PE=1 SV=1	AKAP6		18.4020611246936	18.9321089454508	19.4896928499326
Q9DBR0	>sp|Q9DBR0|AKAP8_MOUSE A-kinase anchor protein 8 OS=Mus musculus OX=10090 GN=Akap8 PE=1 SV=1	AKAP8	17.3659086096939	17.8963606314209	17.0748669784659	17.427008122648
Q9R0L7	>sp|Q9R0L7|AKP8L_MOUSE A-kinase anchor protein 8-like OS=Mus musculus OX=10090 GN=Akap8l PE=1 SV=1	AKAP8L	17.5288304038061	16.3496329153792		18.0810172109814
Q9JII6	>sp|Q9JII6|AK1A1_MOUSE Aldo-keto reductase family 1 member A1 OS=Mus musculus OX=10090 GN=Akr1a1 PE=1 SV=3	AKR1A1	20.1882132549398	20.6182603316269	20.0627846130317	20.407955323802
P45376	>sp|P45376|ALDR_MOUSE Aldo-keto reductase family 1 member B1 OS=Mus musculus OX=10090 GN=Akr1b1 PE=1 SV=3	AKR1B1	20.7105545538856	20.5222599678819	21.3378599351278	21.6101258397018
P45377	>sp|P45377|ALD2_MOUSE Aldose reductase-related protein 2 OS=Mus musculus OX=10090 GN=Akr1b8 PE=1 SV=2	AKR1B8	19.6560626294036	19.4230795912137	20.0241561759045	19.6277631750535
Q8CG76	>sp|Q8CG76|ARK72_MOUSE Aflatoxin B1 aldehyde reductase member 2 OS=Mus musculus OX=10090 GN=Akr7a2 PE=1 SV=3	AKR7A2	18.2769908737247	17.9446513561794	18.2069569061886	18.2374066800759
Q9D1F4	>sp|Q9D1F4|AKTS1_MOUSE Proline-rich AKT1 substrate 1 OS=Mus musculus OX=10090 GN=Akt1s1 PE=1 SV=1	AKT1S1	21.2819058362659	20.5582444387868	21.3846805613747	21.3850591403077
Q60823	>sp|Q60823|AKT2_MOUSE RAC-beta serine/threonine-protein kinase OS=Mus musculus OX=10090 GN=Akt2 PE=1 SV=1	AKT2	19.4546354986959	18.6416181235432	19.6894589287494	19.9765959464301
P10518	>sp|P10518|HEM2_MOUSE Delta-aminolevulinic acid dehydratase OS=Mus musculus OX=10090 GN=Alad PE=1 SV=1	ALAD	19.9450826217719	19.319783392276	20.1781047710172	20.1819857261288
P07724	>sp|P07724|ALBU_MOUSE Albumin OS=Mus musculus OX=10090 GN=Alb PE=1 SV=3	ALB	21.8532757281247	23.1410498921833	22.7230026638151	24.3284883948693
Q571I9	>sp|Q571I9|A16A1_MOUSE Aldehyde dehydrogenase family 16 member A1 OS=Mus musculus OX=10090 GN=Aldh16a1 PE=1 SV=2	ALDH16A1	20.182104166842	18.1373682407412	21.0658836083904	19.9788012851169
Q9Z110	>sp|Q9Z110|P5CS_MOUSE Delta-1-pyrroline-5-carboxylate synthase OS=Mus musculus OX=10090 GN=Aldh18a1 PE=1 SV=2	ALDH18A1	19.6931918663716	19.5030354580005	19.8757403505827	19.4073679370562
Q62148	>sp|Q62148|AL1A2_MOUSE Retinal dehydrogenase 2 OS=Mus musculus OX=10090 GN=Aldh1a2 PE=1 SV=2	ALDH1A2	18.0219426410557	17.7483295578396	18.3647984073699	
Q8K009	>sp|Q8K009|AL1L2_MOUSE Mitochondrial 10-formyltetrahydrofolate dehydrogenase OS=Mus musculus OX=10090 GN=Aldh1l2 PE=1 SV=2	ALDH1L2	19.5000048215873	19.2692390121472	19.8884628239229	19.6266448065915
P47738	>sp|P47738|ALDH2_MOUSE Aldehyde dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Aldh2 PE=1 SV=1	ALDH2	20.2986468000758	20.3574669600521	20.1151832091494	20.0440396742318
Q8CHT0	>sp|Q8CHT0|AL4A1_MOUSE Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Aldh4a1 PE=1 SV=3	ALDH4A1	18.5943087606206	18.9022923424152	18.4904607877808	18.7108691339319
Q9EQ20	>sp|Q9EQ20|MMSA_MOUSE Methylmalonate-semialdehyde/malonate-semialdehyde dehydrogenase [acylating], mitochondrial OS=Mus musculus OX=10090 GN=Aldh6a1 PE=1 SV=1	ALDH6A1	18.4348338260028	19.5626130953749		18.8294003644555
Q9DBF1	>sp|Q9DBF1|AL7A1_MOUSE Alpha-aminoadipic semialdehyde dehydrogenase OS=Mus musculus OX=10090 GN=Aldh7a1 PE=1 SV=4	ALDH7A1	18.3791279139666	19.2071659121692		19.0463652668977
Q9JLJ2	>sp|Q9JLJ2|AL9A1_MOUSE 4-trimethylaminobutyraldehyde dehydrogenase OS=Mus musculus OX=10090 GN=Aldh9a1 PE=1 SV=1	ALDH9A1	17.9529033461961	17.7231797629014	18.3112160055928	18.4778117415715
P05064	>sp|P05064|ALDOA_MOUSE Fructose-bisphosphate aldolase A OS=Mus musculus OX=10090 GN=Aldoa PE=1 SV=2	ALDOA	21.8247691000119	22.5051117347281	22.2176588170469	22.4363970460283
A6ZI47	>tr|A6ZI47|A6ZI47_MOUSE Fructose-bisphosphate aldolase OS=Mus musculus OX=10090 GN=Aldoart2 PE=1 SV=1	ALDOART2	18.0582089542511	19.2219327925223	17.9145947904096	19.463121003537
P05063	>sp|P05063|ALDOC_MOUSE Fructose-bisphosphate aldolase C OS=Mus musculus OX=10090 GN=Aldoc PE=1 SV=4	ALDOC	18.6972010864122	18.6248034446745	18.887889813072	
Q8K1E6	>sp|Q8K1E6|ALKB3_MOUSE Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3 OS=Mus musculus OX=10090 GN=Alkbh3 PE=1 SV=1	ALKBH3	20.2462766400086	19.2179128235454	19.7826392673978	19.9030771162879
Q3TSG4	>sp|Q3TSG4|ALKB5_MOUSE RNA demethylase ALKBH5 OS=Mus musculus OX=10090 GN=Alkbh5 PE=1 SV=2	ALKBH5		17.71039864463		17.0632362918779
Q924C5	>sp|Q924C5|ALPK3_MOUSE Alpha-protein kinase 3 OS=Mus musculus OX=10090 GN=Alpk3 PE=1 SV=2	ALPK3	19.7601337652855	19.0191732797218		19.4843569864282
O08583	>sp|O08583|THOC4_MOUSE THO complex subunit 4 OS=Mus musculus OX=10090 GN=Alyref PE=1 SV=3	ALYREF	20.4841373059189	19.9924405633802	20.8739037394245	20.2358389134448
O09174	>sp|O09174|AMACR_MOUSE Alpha-methylacyl-CoA racemase OS=Mus musculus OX=10090 GN=Amacr PE=1 SV=4	AMACR	19.8304954041996	19.3358684792346	19.9351316216236	20.3961821888239
Q07456	>sp|Q07456|AMBP_MOUSE Protein AMBP OS=Mus musculus OX=10090 GN=Ambp PE=1 SV=2	AMBP		20.0181338096201	19.0816510387234	20.0874614275169
Q8JZV7	>sp|Q8JZV7|NAGA_MOUSE N-acetylglucosamine-6-phosphate deacetylase OS=Mus musculus OX=10090 GN=Amdhd2 PE=1 SV=1	AMDHD2	18.2470000531959	18.9829586847175	17.2718828217727	18.4858230436771
Q9R049	>sp|Q9R049|AMFR_MOUSE E3 ubiquitin-protein ligase AMFR OS=Mus musculus OX=10090 GN=Amfr PE=1 SV=2	AMFR	19.1726479900681	18.1476927362657	19.3580664696532	19.4896279250034
Q8VHG2	>sp|Q8VHG2|AMOT_MOUSE Angiomotin OS=Mus musculus OX=10090 GN=Amot PE=1 SV=3	AMOT	19.6267499808218	18.8926535432724	19.5514145276328	19.3891788077762
Q8K371	>sp|Q8K371|AMOL2_MOUSE Angiomotin-like protein 2 OS=Mus musculus OX=10090 GN=Amotl2 PE=1 SV=1	AMOTL2	18.3913679719139	17.7561870318423	17.8705623229597	18.3025718865853
Q9DBT5	>sp|Q9DBT5|AMPD2_MOUSE AMP deaminase 2 OS=Mus musculus OX=10090 GN=Ampd2 PE=1 SV=2	AMPD2	20.2206829952471	19.8834575920823	20.5114704136484	20.2349818321575
P53995	>sp|P53995|APC1_MOUSE Anaphase-promoting complex subunit 1 OS=Mus musculus OX=10090 GN=Anapc1 PE=1 SV=2	ANAPC1	19.4245570336328	20.0001587598246		18.7463292636724
Q8BTZ4	>sp|Q8BTZ4|APC5_MOUSE Anaphase-promoting complex subunit 5 OS=Mus musculus OX=10090 GN=Anapc5 PE=1 SV=1	ANAPC5	19.3135114956803	17.9987441717806	20.06491158876	19.6264712537054
Q9R045	>sp|Q9R045|ANGL2_MOUSE Angiopoietin-related protein 2 OS=Mus musculus OX=10090 GN=Angptl2 PE=2 SV=2	ANGPTL2		17.4471792918115		17.800139362676
Q8R0Z6	>sp|Q8R0Z6|ANGL6_MOUSE Angiopoietin-related protein 6 OS=Mus musculus OX=10090 GN=Angptl6 PE=2 SV=1	ANGPTL6	17.5316133565186			18.3137656970211
Q8C8R3	>sp|Q8C8R3|ANK2_MOUSE Ankyrin-2 OS=Mus musculus OX=10090 GN=Ank2 PE=1 SV=2	ANK2	20.2220458000155	18.7660026032366	20.1370718233153	20.1059181887131
G5E8K5	>sp|G5E8K5|ANK3_MOUSE Ankyrin-3 OS=Mus musculus OX=10090 GN=Ank3 PE=1 SV=1	ANK3	19.3730421319764	18.5531599810727	18.9510047713142	19.2542818591102
W4VSQ0	>tr|W4VSQ0|W4VSQ0_MOUSE Isoform of G5E8K5, Ankyrin 3, epithelial OS=Mus musculus OX=10090 GN=Ank3 PE=1 SV=1	ANK3	18.482579915571		19.5620365171007	17.9289586603662
E9PUR0;E9Q1M6	>tr|E9PUR0|E9PUR0_MOUSE Ankyrin repeat and KH domain containing 1 OS=Mus musculus OX=10090 GN=Ankhd1 PE=1 SV=1;>tr|E9Q1M6|E9Q1M6_MOUSE Isoform of E9PUR0, Ankyrin repeat and KH domain containing 1 OS=Mus musculus OX=10090 GN=Ankhd1 PE=1 SV=1	ANKHD1	18.6290843282698	17.855409284757	18.4000058272615	17.6893231192428
Q6P1H6	>sp|Q6P1H6|ANKL2_MOUSE Ankyrin repeat and LEM domain-containing protein 2 OS=Mus musculus OX=10090 GN=Ankle2 PE=1 SV=2	ANKLE2	18.0745166545451	18.6854654313065	17.7866181487022	19.0298995787155
Q99NH0	>sp|Q99NH0|ANR17_MOUSE Ankyrin repeat domain-containing protein 17 OS=Mus musculus OX=10090 GN=Ankrd17 PE=1 SV=2	ANKRD17	17.3110844032256	16.8491309145624		16.6288367173286
A0A494B9J0	>tr|A0A494B9J0|A0A494B9J0_MOUSE Isoform of Q9WV06, Ankyrin repeat domain 2 OS=Mus musculus OX=10090 GN=Ankrd2 PE=1 SV=1	ANKRD2	20.0711547463259	20.4820632055246	20.1896043712332	20.117576969342
Q6P9J9	>sp|Q6P9J9|ANO6_MOUSE Anoctamin-6 OS=Mus musculus OX=10090 GN=Ano6 PE=1 SV=1	ANO6	19.241835046664	18.8936309052736	19.8762164355189	19.9365571828183
O35381	>sp|O35381|AN32A_MOUSE Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Mus musculus OX=10090 GN=Anp32a PE=1 SV=1	ANP32A	20.90369621897	19.5530889527991		20.6700619430423
Q9EST5	>sp|Q9EST5|AN32B_MOUSE Acidic leucine-rich nuclear phosphoprotein 32 family member B OS=Mus musculus OX=10090 GN=Anp32b PE=1 SV=1	ANP32B	19.3667044367854	20.6354148574687	19.9197659859888	19.8322313225104
Q9CZ52	>sp|Q9CZ52|ANTR1_MOUSE Anthrax toxin receptor 1 OS=Mus musculus OX=10090 GN=Antxr1 PE=1 SV=2	ANTXR1	20.1520146776047	19.226517390482	19.5125267693043	19.8984788757249
P10107	>sp|P10107|ANXA1_MOUSE Annexin A1 OS=Mus musculus OX=10090 GN=Anxa1 PE=1 SV=2	ANXA1	20.2290115084553	20.3823593251478	20.6169634211533	20.3996840984292
P97384	>sp|P97384|ANX11_MOUSE Annexin A11 OS=Mus musculus OX=10090 GN=Anxa11 PE=1 SV=2	ANXA11	19.6277147546763	19.5487515431507	19.8385990417161	19.7762509394745
P07356	>sp|P07356|ANXA2_MOUSE Annexin A2 OS=Mus musculus OX=10090 GN=Anxa2 PE=1 SV=2	ANXA2	19.904101566203	19.8988617138371	19.7049637523132	19.7585582909473
O35639	>sp|O35639|ANXA3_MOUSE Annexin A3 OS=Mus musculus OX=10090 GN=Anxa3 PE=1 SV=4	ANXA3	20.2312107165559	20.8798671625567	20.5226255266627	20.369473560191
P97429	>sp|P97429|ANXA4_MOUSE Annexin A4 OS=Mus musculus OX=10090 GN=Anxa4 PE=1 SV=4	ANXA4	18.3376332975131	18.5078413133881	18.0492925263122	17.7897315471766
P48036	>sp|P48036|ANXA5_MOUSE Annexin A5 OS=Mus musculus OX=10090 GN=Anxa5 PE=1 SV=1	ANXA5	19.9574171105204	20.4273873557161	20.4401497230544	19.9944351055067
F8WIT2	>tr|F8WIT2|F8WIT2_MOUSE Isoform of P14824, Annexin OS=Mus musculus OX=10090 GN=Anxa6 PE=1 SV=1	ANXA6	20.3277005065566	20.9754938184652	20.2952647882914	20.3107754471097
Q07076	>sp|Q07076|ANXA7_MOUSE Annexin A7 OS=Mus musculus OX=10090 GN=Anxa7 PE=1 SV=2	ANXA7	18.5489496104894	18.8446415387679	19.0411955271998	19.1925825225632
O35643	>sp|O35643|AP1B1_MOUSE AP-1 complex subunit beta-1 OS=Mus musculus OX=10090 GN=Ap1b1 PE=1 SV=2	AP1B1	19.5593665686823	19.8521925744382	19.0171552790879	
P35585	>sp|P35585|AP1M1_MOUSE AP-1 complex subunit mu-1 OS=Mus musculus OX=10090 GN=Ap1m1 PE=1 SV=3	AP1M1	19.472538488626	18.4795927088038	19.1553072423715	19.2144733821668
P17426	>sp|P17426|AP2A1_MOUSE AP-2 complex subunit alpha-1 OS=Mus musculus OX=10090 GN=Ap2a1 PE=1 SV=1	AP2A1	18.626153312424	19.4105722579593	19.0752611148028	19.5821677061677
Q9DBG3	>sp|Q9DBG3|AP2B1_MOUSE AP-2 complex subunit beta OS=Mus musculus OX=10090 GN=Ap2b1 PE=1 SV=1	AP2B1		18.0624634728412	18.4837384745749	18.7551239205768
P84091	>sp|P84091|AP2M1_MOUSE AP-2 complex subunit mu OS=Mus musculus OX=10090 GN=Ap2m1 PE=1 SV=1	AP2M1	19.3117279933495	19.0877084594901	19.4345510553145	19.4508614793358
P62743	>sp|P62743|AP2S1_MOUSE AP-2 complex subunit sigma OS=Mus musculus OX=10090 GN=Ap2s1 PE=1 SV=1	AP2S1	19.7184653104499	19.0665069172218	18.3712060735292	19.954261448593
Q9Z1T1	>sp|Q9Z1T1|AP3B1_MOUSE AP-3 complex subunit beta-1 OS=Mus musculus OX=10090 GN=Ap3b1 PE=1 SV=2	AP3B1	19.0034812262739	18.2257820940137	18.9593824705933	18.8256580851859
Q8R146	>sp|Q8R146|ACPH_MOUSE Acylamino-acid-releasing enzyme OS=Mus musculus OX=10090 GN=Apeh PE=1 SV=3	APEH	19.2099681186255	19.4126592656855	18.6948678370594	18.9655156262051
P28352	>sp|P28352|APEX1_MOUSE DNA repair nuclease/redox regulator APEX1 OS=Mus musculus OX=10090 GN=Apex1 PE=1 SV=2	APEX1	18.8057222814033	18.5168386551541	18.9215843390426	19.5587601616309
O35841	>sp|O35841|API5_MOUSE Apoptosis inhibitor 5 OS=Mus musculus OX=10090 GN=Api5 PE=1 SV=2	API5	20.074653182764	19.7461970840723	19.9794973437126	20.0884613433664
Q9D842	>sp|Q9D842|APLF_MOUSE Aprataxin and PNK-like factor OS=Mus musculus OX=10090 GN=Aplf PE=1 SV=2	APLF	17.5940059655282	17.5659492387824	16.9210955343097	17.6660667671774
Q60709	>tr|Q60709|Q60709_MOUSE Isoform of Q06335, Amyloid beta precursor-like protein 2 OS=Mus musculus OX=10090 GN=Aplp2 PE=1 SV=1	APLP2	18.4256938955087	17.8048995268035	18.3185020870827	19.0250665438138
E9Q414	>sp|E9Q414|APOB_MOUSE Apolipoprotein B-100 OS=Mus musculus OX=10090 GN=Apob PE=1 SV=1	APOB	17.9928230085015	19.1150066757099	16.8788809889056	17.4793074383826
Q9WV35	>sp|Q9WV35|ABEC2_MOUSE C->U-editing enzyme APOBEC-2 OS=Mus musculus OX=10090 GN=Apobec2 PE=1 SV=1	APOBEC2	17.6374552845005	19.4318610645486	17.4969252487212	18.4632889654476
P08226	>sp|P08226|APOE_MOUSE Apolipoprotein E OS=Mus musculus OX=10090 GN=Apoe PE=1 SV=2	APOE		17.7280742112589	19.5206551366619	18.8438426673056
B2RT54	>tr|B2RT54|B2RT54_MOUSE Apolipoprotein L 7a OS=Mus musculus OX=10090 GN=Apol7a PE=2 SV=1	APOL7A	19.4094061722034			19.1304903902789
Q9DCZ4	>sp|Q9DCZ4|MIC26_MOUSE MICOS complex subunit Mic26 OS=Mus musculus OX=10090 GN=Apoo PE=1 SV=2	APOO	19.3916590754159	19.2883377952278	19.5187220155261	19.1244644899452
Q78IK4	>sp|Q78IK4|MIC27_MOUSE MICOS complex subunit Mic27 OS=Mus musculus OX=10090 GN=Apool PE=1 SV=1	APOOL	18.5435979463471	18.3176833393458	18.0737818402111	17.0174367778879
P12023	>sp|P12023|A4_MOUSE Amyloid-beta precursor protein OS=Mus musculus OX=10090 GN=App PE=1 SV=3	APP	19.1532031345789	19.5004802444407	18.5554434188035	19.217077218719
Q8K3H0	>sp|Q8K3H0|DP13A_MOUSE DCC-interacting protein 13-alpha OS=Mus musculus OX=10090 GN=Appl1 PE=1 SV=1	APPL1	19.7169441800347	19.207975406643	19.1946033589666	19.6679981206666
Q4LDD4	>sp|Q4LDD4|ARAP1_MOUSE Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1 OS=Mus musculus OX=10090 GN=Arap1 PE=1 SV=2	ARAP1	19.3799169889376	17.5967507953124	19.918936375827	19.4428558993704
Q5XJY5	>sp|Q5XJY5|COPD_MOUSE Coatomer subunit delta OS=Mus musculus OX=10090 GN=Arcn1 PE=1 SV=2	ARCN1	19.2864316423036	19.3803882041275	19.6820574237689	19.2965191813693
P61205;P84078	>sp|P61205|ARF3_MOUSE ADP-ribosylation factor 3 OS=Mus musculus OX=10090 GN=Arf3 PE=2 SV=2;>sp|P84078|ARF1_MOUSE ADP-ribosylation factor 1 OS=Mus musculus OX=10090 GN=Arf1 PE=1 SV=2	ARF3;ARF1	19.279597037743	18.3689290916797	20.3374349754995	19.9415107307701
P61750	>sp|P61750|ARF4_MOUSE ADP-ribosylation factor 4 OS=Mus musculus OX=10090 GN=Arf4 PE=1 SV=2	ARF4	18.6343516726951	19.1164662066918	19.1198681670049	18.8282782279177
Q9EPJ9	>sp|Q9EPJ9|ARFG1_MOUSE ADP-ribosylation factor GTPase-activating protein 1 OS=Mus musculus OX=10090 GN=Arfgap1 PE=1 SV=2	ARFGAP1	19.4568303253614	19.6102661550276	19.5087257794832	19.0704295417378
Q99K28	>sp|Q99K28|ARFG2_MOUSE ADP-ribosylation factor GTPase-activating protein 2 OS=Mus musculus OX=10090 GN=Arfgap2 PE=1 SV=1	ARFGAP2	20.0740465472992	19.7721255692592	20.0148579431295	19.8480154719282
A0A0R4J0T8	>tr|A0A0R4J0T8|A0A0R4J0T8_MOUSE Isoform of Q9D8S3, ADP-ribosylation factor GTPase-activating protein 3 OS=Mus musculus OX=10090 GN=Arfgap3 PE=1 SV=1	ARFGAP3	19.607318456152	19.4670950728578	19.4827492611139	19.3087294354519
G3X9K3	>sp|G3X9K3|BIG1_MOUSE Brefeldin A-inhibited guanine nucleotide-exchange protein 1 OS=Mus musculus OX=10090 GN=Arfgef1 PE=1 SV=1	ARFGEF1	18.0699830307248	17.3443753928644	18.8201670604187	
A2A5R2	>sp|A2A5R2|BIG2_MOUSE Brefeldin A-inhibited guanine nucleotide-exchange protein 2 OS=Mus musculus OX=10090 GN=Arfgef2 PE=1 SV=1	ARFGEF2	17.9315947593931	17.8031033054136	18.1683578232967	18.3461060187663
G5E8V9	>sp|G5E8V9|ARFP1_MOUSE Arfaptin-1 OS=Mus musculus OX=10090 GN=Arfip1 PE=1 SV=1	ARFIP1	20.1637871657808	19.8335583337002		20.0395755341524
Q3UL36	>sp|Q3UL36|ARGL1_MOUSE Arginine and glutamate-rich protein 1 OS=Mus musculus OX=10090 GN=Arglu1 PE=1 SV=2	ARGLU1	20.2300465271367	19.0264786913101	20.5386977637226	19.8540197343771
Q5FWK3	>sp|Q5FWK3|RHG01_MOUSE Rho GTPase-activating protein 1 OS=Mus musculus OX=10090 GN=Arhgap1 PE=1 SV=1	ARHGAP1	20.2950871819004	20.1448234976029	20.5448175171354	20.4043908890208
Q6Y5D8	>sp|Q6Y5D8|RHG10_MOUSE Rho GTPase-activating protein 10 OS=Mus musculus OX=10090 GN=Arhgap10 PE=1 SV=2	ARHGAP10		18.2395402162265		17.4852545291838
Q3UIA2	>sp|Q3UIA2|RHG17_MOUSE Rho GTPase-activating protein 17 OS=Mus musculus OX=10090 GN=Arhgap17 PE=1 SV=1	ARHGAP17	19.8468621291065	19.3467823015418	19.617878551104	20.0756205198611
Q6DFV3	>sp|Q6DFV3|RHG21_MOUSE Rho GTPase-activating protein 21 OS=Mus musculus OX=10090 GN=Arhgap21 PE=1 SV=2	ARHGAP21	18.2119420364833	17.4950217963989		17.2059427746729
Q8BL80	>sp|Q8BL80|RHG22_MOUSE Rho GTPase-activating protein 22 OS=Mus musculus OX=10090 GN=Arhgap22 PE=1 SV=2	ARHGAP22	17.9150524909375		17.8061718222273	18.0412103554784
Q69ZH9	>sp|Q69ZH9|RHG23_MOUSE Rho GTPase-activating protein 23 OS=Mus musculus OX=10090 GN=Arhgap23 PE=1 SV=2	ARHGAP23	19.589507590238	18.5482227557908	19.5278255042923	19.307483457092
Q8C4V1	>sp|Q8C4V1|RHG24_MOUSE Rho GTPase-activating protein 24 OS=Mus musculus OX=10090 GN=Arhgap24 PE=1 SV=2	ARHGAP24	20.0891263296703	17.5276887500432	20.6590259684434	19.469394595678
A6X8Z5	>sp|A6X8Z5|RHG31_MOUSE Rho GTPase-activating protein 31 OS=Mus musculus OX=10090 GN=Arhgap31 PE=1 SV=1	ARHGAP31	18.8448526098419	18.1030616308474	18.8054176910255	18.6257831172854
Q99PT1	>sp|Q99PT1|GDIR1_MOUSE Rho GDP-dissociation inhibitor 1 OS=Mus musculus OX=10090 GN=Arhgdia PE=1 SV=3	ARHGDIA	19.7334366058452	20.0172226371173	19.7850706810928	19.5928495813875
E9PUF7	>tr|E9PUF7|E9PUF7_MOUSE Isoform of Q61210, Rho guanine nucleotide exchange factor 1 OS=Mus musculus OX=10090 GN=Arhgef1 PE=1 SV=1	ARHGEF1	18.9430475859238	20.0632532416984		19.4191621603825
Q8R4H2	>sp|Q8R4H2|ARHGC_MOUSE Rho guanine nucleotide exchange factor 12 OS=Mus musculus OX=10090 GN=Arhgef12 PE=1 SV=2	ARHGEF12	18.9661408320974	19.0733351816456	20.1019236210963	19.503747709938
Q80U35	>sp|Q80U35|ARHGH_MOUSE Rho guanine nucleotide exchange factor 17 OS=Mus musculus OX=10090 GN=Arhgef17 PE=1 SV=2	ARHGEF17	20.0018061899334	19.115860920044	20.0585728782638	19.4575308780203
Q60875	>sp|Q60875|ARHG2_MOUSE Rho guanine nucleotide exchange factor 2 OS=Mus musculus OX=10090 GN=Arhgef2 PE=1 SV=4	ARHGEF2	19.6674706972516	19.2503993920642	19.6549848848548	19.5563966927212
Q9CWR0	>sp|Q9CWR0|ARHGP_MOUSE Rho guanine nucleotide exchange factor 25 OS=Mus musculus OX=10090 GN=Arhgef25 PE=1 SV=1	ARHGEF25	21.3589631204322	19.8554514649072	22.2476654117671	21.0654306920806
Q7TNR9	>sp|Q7TNR9|ARHG4_MOUSE Rho guanine nucleotide exchange factor 4 OS=Mus musculus OX=10090 GN=Arhgef4 PE=2 SV=2	ARHGEF4	18.4604311093569			17.8505382060589
Q3UPH7	>sp|Q3UPH7|ARH40_MOUSE Rho guanine nucleotide exchange factor 40 OS=Mus musculus OX=10090 GN=Arhgef40 PE=1 SV=1	ARHGEF40	19.7785085279495	19.4837551345473	19.9164056553841	19.7660683056466
Q9ES28	>sp|Q9ES28|ARHG7_MOUSE Rho guanine nucleotide exchange factor 7 OS=Mus musculus OX=10090 GN=Arhgef7 PE=1 SV=2	ARHGEF7	19.4821421396048	19.0335679005595	19.0666640050543	19.5968800392528
A2BH40	>sp|A2BH40|ARI1A_MOUSE AT-rich interactive domain-containing protein 1A OS=Mus musculus OX=10090 GN=Arid1a PE=1 SV=1	ARID1A	17.8543974165098	17.7922435935895	17.5775192272937	17.9590647845326
E9Q4N7	>sp|E9Q4N7|ARI1B_MOUSE AT-rich interactive domain-containing protein 1B OS=Mus musculus OX=10090 GN=Arid1b PE=1 SV=2	ARID1B		16.5597913090262	16.3854457803966	16.5864768198188
Q8BM75	>sp|Q8BM75|ARI5B_MOUSE AT-rich interactive domain-containing protein 5B OS=Mus musculus OX=10090 GN=Arid5b PE=1 SV=3	ARID5B	19.5257636219466	18.750059413553	19.6429244312778	19.5188189167113
Q9Z1K6	>sp|Q9Z1K6|ARI2_MOUSE E3 ubiquitin-protein ligase ARIH2 OS=Mus musculus OX=10090 GN=Arih2 PE=1 SV=1	ARIH2	20.596195153235	19.250605390794	20.6408771088704	20.6618540683167
Q8BIX3	>sp|Q8BIX3|AL14E_MOUSE ARL14 effector protein OS=Mus musculus OX=10090 GN=Arl14ep PE=1 SV=1	ARL14EP		17.6976228679417		17.940804132404
